"","tweetsdf2.text","id"
"627","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",627
"628","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",628
"629","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",629
"630","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",630
"631","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",631
"632","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",632
"633","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",633
"634","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",634
"635","hour ?? in the lib... still alive but i'm barely breathin uk ...can't wait to see the sun rise over the fordham rd… https://t.co/kmsFDG7LKd",635
"636","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",636
"637","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",637
"638","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",638
"639","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",639
"640","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",640
"641","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",641
"642","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",642
"643","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",643
"644","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",644
"645","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",645
"646","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",646
"647","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",647
"648","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",648
"649","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",649
"650","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",650
"651","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",651
"652","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",652
"653","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",653
"654","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",654
"655","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",655
"656","Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.co/U4S88lCVJK",656
"657","RT @thisisinsider: Shangai is home to the largest @Starbucks in the world ☕️  https://t.co/d3Ht97bsrU",657
"658","Life update: don’t shotgun a starbucks canned espresso drink because you’ll be wide awake 4 hours before you have you exam!",658
"659","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",659
"660","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",660
"661","@vinasana My Starbucks name is Sonjay. Does that count?",661
"662","I just knocked out a challenge and earned extra chances to win Starbucks for Life. #StarbucksforLife https://t.co/9akXbr3OMu",662
"663","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",663
"664","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",664
"665","@sky11star1 @FeysPerson @ms_holstein @mitchellvii It's true I was at Starbucks and went to pick up one of those lil… https://t.co/xBDyIB47aj",665
"666","Seriously Starbucks?! #ThatsNotMyName https://t.co/MQuW2dFH8x",666
"667","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/IJijHYPVLc",667
"668","""Do you have a Starbucks card?"" ""Do you have a My Kohl's Charge?"" ""Do you have a Dick's ScoreCard?"" ""Do you have an… https://t.co/SjtpYjcdbl",668
"669","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",669
"670","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",670
"671","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",671
"672","RT @AThompson1982: How To Trade A Starbucks Latte For 5 Interested Prospects Daily #entrepreneur #smallbiz - https://t.co/uPkoS8Tz7s",672
"673","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",673
"674","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",674
"675","How To Trade A Starbucks Latte For 5 Interested Prospects Daily #entrepreneur #smallbiz - https://t.co/uPkoS8Tz7s",675
"676","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",676
"677","RT @thisisinsider: This is trenta of all @Starbucks ☕️ https://t.co/MjN4cf7bdW",677
"678","Starbucks. More fun at https://t.co/wRLsTl5ttf https://t.co/t2Rxle2V5w",678
"679","https://t.co/nMXCJJct4N

""Yes I WANT TO GO TO STARBUCKS!""  :) https://t.co/6hua7eLrwq",679
"680","YULE GOAT-The Yule Goat is big in Sweden. Like, really big-the town of Gävle builds a massive straw sculpture every… https://t.co/aYSi1GTUlU",680
"681","RT @thisisinsider: This is trenta of all @Starbucks ☕️ https://t.co/MjN4cf7bdW",681
"682","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",682
"683","PEPPERMINT BARK “Woof woof, woof woof, woof woof” (Peppermint's holiday list clearly calls for lots &amp; lots of candy… https://t.co/IkbZYdGNVN",683
"684","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",684
"685","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",685
"686","VICKERS THE CAT

This little kitty doesn't know she won't fit into your coffee cup, but she sure is going to try-Ad… https://t.co/FAQh5yemSg",686
"687","Christmas Pickle-Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks… https://t.co/nlnEIstXnI",687
"688","RT @thisisinsider: You can get a free drink at Starbucks now through Christmas Eve — here's how to get one https://t.co/eH4n8URyQD https://…",688
"689","RT @parentsmagazine: We Aren't Rockin' Around the Christmas Tree Frappuccino from Starbucks https://t.co/e8eZ3UfmdY https://t.co/Rb5OR9ClIO",689
"690","Actually saw the Starbucks sign in my head then lead us straight to the nearest one it's a gift",690
"691","Had my first psychic vision for the first time in a long time today...oddly enough it lead me to Starbucks once again",691
"692","remember when ppl boycotted starbucks because they used red cups during the holidays lmao",692
"693","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",693
"694","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",694
"695","@SouzaJr I think I still have my old Blockbuster card. I miss that place, it was the Starbucks before Starbucks. I… https://t.co/pPkf2NmA3J",695
"696","RT @genemarks: You don't have to make mistakes like Starbucks did recently! Follow me &amp; your biz will be prepared for challenges!",696
"697","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",697
"698","One week until I move back home for winter break... not ready to leave NYC or the Starbucks in my building that acc… https://t.co/G2yXSD5wUT",698
"699","PR from Lily who bought #Monsanto #rBGH bovine growth hormone found to elevate IGF1 hormones in milk &amp; increase… https://t.co/9NQZ0WeJCf",699
"700","RT @imnoah: @Starbucks @StarbucksAr @GMFlickinger ..d) the wifi provider was/is @fibertel, and e) based on the code of that interim page, I…",700
"701","RT @imnoah: @Starbucks @StarbucksAr @GMFlickinger Since I have been asked, a few items to clarify: a) this was observed by a friend and I i…",701
"702","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",702
"703","@musicxmuse @anshulakapoor @Starbucks We are the same human it's time we became bffs",703
"704","me walking up to the counter at the Starbucks in the Patterson Acme because they sure as hell know my order of a ve… https://t.co/5eYZY7aEw8",704
"705","RT @MakeupForWOC: I still can’t believe the Starbucks barista recognized me I hope I see her tomorrow ",705
"706","The best part of finals: the Starbucks in my buildings that’s on my meal plan is open 24 hours this week. 

The wor… https://t.co/2RACAcJtAK",706
"707","@kayalexis_ Fine you run the prison starbucks",707
"708","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",708
"709","@cruz_bere40 I just paid for your Starbucks chill...",709
"710","@coolestdudeyet Never order a latte at starbucks man.",710
"711","RT @parentsmagazine: We Aren't Rockin' Around the Christmas Tree Frappuccino from Starbucks https://t.co/e8eZ3UfmdY https://t.co/Rb5OR9ClIO",711
"712","@coolestdudeyet Tall is only 12 oz at Starbucks",712
"713","RT @parentsmagazine: We Aren't Rockin' Around the Christmas Tree Frappuccino from Starbucks https://t.co/e8eZ3UfmdY https://t.co/Rb5OR9ClIO",713
"714","RT @parentsmagazine: We Aren't Rockin' Around the Christmas Tree Frappuccino from Starbucks https://t.co/e8eZ3UfmdY https://t.co/Rb5OR9ClIO",714
"715","We Aren't Rockin' Around the Christmas Tree Frappuccino from Starbucks https://t.co/e8eZ3UfmdY https://t.co/Rb5OR9ClIO",715
"716","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",716
"717","RT @thisisinsider: This is trenta of all @Starbucks ☕️ https://t.co/MjN4cf7bdW",717
"718","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",718
"719","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",719
"720","RT @jack3gallagher: Chick fila and Starbucks coming to the port Richmond village is a come up",720
"721","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",721
"722","A Starbucks opens every 15 hours in China.",722
"723","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",723
"724","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",724
"725","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",725
"726","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",726
"727","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",727
"728","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",728
"729","RT @thisisinsider: You can get a free drink at Starbucks now through Christmas Eve — here's how to get one https://t.co/eH4n8URyQD https://…",729
"730","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",730
"731","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",731
"732","RT @kingblaudine: ughh , I'll help you find the nearest Starbucks sista  https://t.co/bZi0xSRJao",732
"733","ughh , I'll help you find the nearest Starbucks sista  https://t.co/bZi0xSRJao",733
"734","@ShortyMacShort_ lollll, ughhhh let's find the nearest Starbucks !!!!",734
"735","@ShortyMacShort_ Aight no Starbucks open where ever yall are ",735
"736","RT @thisisinsider: You can get way more than just coffee at this @Starbucks  https://t.co/y4aVLuO9nt",736
"737","'Tis the season to be a winner. Millions of Stars, instant wins, and the chance at Starbucks for Life. Come play. https://t.co/IP8Rv5ZTFI",737
"738","@cemaxestrada just stop studying in Starbucks",738
"739","I just knocked out a challenge and earned extra chances to win Starbucks for Life. #StarbucksforLife https://t.co/s6vYLeGvc0",739
